visitId,visitStartTime,visitNumber,channelGrouping,browser,operatingSystem,deviceCategory,continent,subContinent,country,transactions
1501649489,1501649489,1,Direct,Chrome,Linux,desktop,Americas,Northern America,United States,
1501600516,1501600516,1,Referral,Chrome,Windows,desktop,Americas,Northern America,United States,
1501607598,1501607598,6,Referral,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501637175,1501637175,1,Social,Firefox,Windows,desktop,Asia,Southeast Asia,Philippines,
1501591396,1501591396,2,Referral,Chrome,Windows,desktop,Africa,Western Africa,Nigeria,
1501643390,1501643390,3,Organic Search,Chrome,Chrome OS,desktop,Americas,Northern America,United States,
1501615210,1501615210,1,Direct,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501651228,1501651228,1,Organic Search,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501584280,1501584280,1,Direct,Chrome,Windows,desktop,Asia,Western Asia,Turkey,
1501601833,1501601833,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,Canada,
1501615311,1501615311,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501593234,1501593234,1,Organic Search,Chrome,Windows,desktop,Asia,Southern Asia,India,
1501614665,1501614665,1,Direct,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501614280,1501614280,5,Referral,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501608503,1501608503,10,Direct,Chrome,Windows,desktop,Americas,Northern America,United States,
1501628443,1501628443,1,Direct,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501572408,1501572408,1,Direct,Safari,Macintosh,desktop,Asia,Western Asia,Turkey,
1501592604,1501592604,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501591938,1501591938,1,Organic Search,Chrome,Macintosh,desktop,Asia,Southern Asia,India,
1501595866,1501595866,1,Organic Search,Chrome,Macintosh,desktop,Europe,Southern Europe,Greece,
1501583351,1501583351,1,Organic Search,Chrome,Windows,desktop,Europe,Eastern Europe,Bulgaria,
1501611545,1501611545,2,Referral,Chrome,Chrome OS,desktop,Americas,Northern America,United States,
1501646840,1501646840,1,Social,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501609558,1501609558,1,Organic Search,Chrome,Windows,desktop,Europe,Northern Europe,United Kingdom,
1501607758,1501607758,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501625059,1501625059,14,Organic Search,Chrome,Windows,desktop,Europe,Eastern Europe,Poland,
1501623277,1501623277,3,Organic Search,Chrome,Linux,desktop,Americas,Northern America,United States,
1501593479,1501593479,1,Organic Search,Safari,Macintosh,desktop,Europe,Southern Europe,Greece,
1501616585,1501616585,1,Organic Search,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501635646,1501635646,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501591128,1501591128,1,Organic Search,Chrome,Windows,desktop,Europe,Western Europe,Germany,
1501588053,1501588053,1,Organic Search,Chrome,Macintosh,desktop,Asia,Southeast Asia,Singapore,
1501590626,1501590626,1,Organic Search,Chrome,Windows,desktop,Europe,Eastern Europe,Czechia,
1501603274,1501603274,1,Referral,Safari,Macintosh,desktop,Europe,Northern Europe,United Kingdom,
1501635913,1501635913,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501575229,1501575229,1,Organic Search,Firefox,Windows,desktop,Americas,South America,Peru,
1501604704,1501604704,1,Organic Search,Chrome,Chrome OS,desktop,Americas,Northern America,United States,
1501624234,1501624234,1,Organic Search,Safari,Macintosh,desktop,Europe,Eastern Europe,Czechia,
1501609359,1501609359,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501612971,1501612971,1,Organic Search,Chrome,Windows,desktop,Europe,Northern Europe,Sweden,
1501647435,1501647435,1,Organic Search,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501603594,1501603594,2,Referral,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501610493,1501610493,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501629329,1501629329,1,Organic Search,Chrome,Windows,desktop,Europe,Northern Europe,Ireland,
1501587822,1501587822,1,Organic Search,Chrome,Macintosh,desktop,Asia,Southern Asia,India,
1501652957,1501652957,1,Organic Search,Chrome,Windows,desktop,Europe,Eastern Europe,Poland,
1501585492,1501585492,3,Referral,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501575980,1501575980,1,Organic Search,Chrome,Macintosh,desktop,Europe,Western Europe,France,
1501593886,1501593886,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501601826,1501601826,1,Organic Search,Edge,Windows,desktop,Americas,Northern America,Canada,
1501600643,1501600643,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501595351,1501595351,1,Organic Search,Firefox,Windows,desktop,Europe,Northern Europe,United Kingdom,
1501612467,1501612467,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501643711,1501643711,7,Organic Search,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501589745,1501589745,1,Organic Search,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501597954,1501597954,1,Organic Search,Chrome,Windows,desktop,Europe,Eastern Europe,Poland,
1501624480,1501624480,1,Organic Search,Chrome,Windows,desktop,Europe,Northern Europe,United Kingdom,
1501614742,1501614742,1,Direct,Firefox,Windows,desktop,Europe,Eastern Europe,Russia,
1501593908,1501593908,1,Organic Search,Chrome,Windows,desktop,Asia,Western Asia,Turkey,
1501645880,1501645880,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501589620,1501589620,1,Organic Search,Firefox,Windows,desktop,Asia,Southern Asia,Bangladesh,
1501620923,1501620923,1,Organic Search,Chrome,Windows,desktop,Europe,Eastern Europe,Poland,
1501627248,1501627248,1,Organic Search,Chrome,Windows,desktop,Europe,Northern Europe,United Kingdom,
1501592594,1501592594,1,Organic Search,Chrome,Windows,desktop,Asia,Southern Asia,India,
1501584221,1501584221,1,Organic Search,Chrome,Windows,desktop,Asia,Western Asia,Turkey,
1501608360,1501608360,1,Organic Search,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501576661,1501576661,1,Organic Search,Chrome,Windows,desktop,Asia,Western Asia,Turkey,
1501625236,1501625236,1,Organic Search,Chrome,Windows,desktop,Asia,Southeast Asia,Singapore,
1501612664,1501612664,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501572454,1501572454,1,Organic Search,Chrome,Windows,desktop,Asia,Eastern Asia,Taiwan,
1501615147,1501615147,1,Organic Search,Internet Explorer,Windows,desktop,Americas,Northern America,United States,
1501600396,1501600396,1,Organic Search,Internet Explorer,Windows,desktop,Americas,Northern America,Canada,
1501592820,1501592820,1,Organic Search,Firefox,Windows,desktop,Europe,Western Europe,Germany,
1501636012,1501636012,1,Direct,Internet Explorer,Windows,desktop,Europe,Western Europe,Germany,
1501657186,1501657186,3,Organic Search,Internet Explorer,Windows,desktop,Europe,Northern Europe,United Kingdom,
1501641813,1501641813,1,Organic Search,Firefox,Windows,desktop,Europe,Northern Europe,Latvia,
1501647150,1501647150,1,Organic Search,Chrome,Macintosh,desktop,Americas,Northern America,Canada,
1501620324,1501620324,1,Organic Search,Chrome,Chrome OS,desktop,Americas,Northern America,United States,
1501590204,1501590204,2,Organic Search,Chrome,Windows,desktop,Asia,Southern Asia,India,
1501616034,1501616034,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501606097,1501606097,1,Organic Search,Chrome,Windows,desktop,Europe,Northern Europe,United Kingdom,
1501626971,1501626971,1,Direct,Internet Explorer,Windows,desktop,Europe,Eastern Europe,Ukraine,
1501576449,1501576449,1,Organic Search,Chrome,Windows,desktop,Asia,Southeast Asia,Philippines,
1501639719,1501639719,1,Organic Search,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501645325,1501645325,1,Organic Search,Chrome,Windows,desktop,Asia,Southeast Asia,Philippines,
1501628806,1501628806,6,Organic Search,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501618058,1501618058,1,Organic Search,Chrome,Chrome OS,desktop,Americas,Northern America,United States,
1501650834,1501650834,1,Organic Search,Chrome,Windows,desktop,Americas,Central America,Mexico,
1501606777,1501606777,1,Organic Search,Chrome,Windows,desktop,Europe,Eastern Europe,Romania,
1501625553,1501625553,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501622102,1501622102,1,Organic Search,Safari,Macintosh,desktop,Americas,Northern America,United States,
1501616453,1501616453,1,Direct,Internet Explorer,Windows,desktop,Americas,Northern America,United States,
1501611191,1501611191,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,Canada,
1501583641,1501583641,1,Organic Search,Internet Explorer,Windows,desktop,Asia,Eastern Asia,South Korea,
1501585284,1501585284,1,Organic Search,Chrome,Windows,desktop,Europe,Northern Europe,United Kingdom,
1501590107,1501590107,1,Organic Search,Chrome,Windows,desktop,Europe,Northern Europe,Ireland,
1501574293,1501574293,1,Organic Search,Chrome,Macintosh,desktop,Asia,Eastern Asia,Hong Kong,
1501598955,1501598955,1,Organic Search,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501622680,1501622680,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501582930,1501582930,1,Organic Search,Firefox,Windows,desktop,Africa,Northern Africa,Egypt,
1501596914,1501596914,1,Organic Search,Chrome,Windows,desktop,Europe,Western Europe,Germany,
1501575952,1501575952,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501634206,1501634206,1,Organic Search,Chrome,Macintosh,desktop,Oceania,Australasia,Australia,
1501589879,1501589879,1,Direct,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501573396,1501573396,1,Organic Search,Chrome,Windows,desktop,Asia,Western Asia,Georgia,
1501607910,1501607910,1,Organic Search,Chrome,Windows,desktop,Americas,Central America,Mexico,
1501599769,1501599769,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501598660,1501598660,1,Organic Search,Edge,Windows,desktop,Europe,Western Europe,Switzerland,
1501610457,1501610457,1,Organic Search,Chrome,Macintosh,desktop,Americas,Central America,Mexico,
1501590046,1501590046,1,Organic Search,Chrome,Windows,desktop,Europe,Northern Europe,Denmark,
1501597645,1501597645,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501611433,1501611433,1,Organic Search,Chrome,Windows,desktop,Asia,Southeast Asia,Thailand,
1501601963,1501601963,1,Organic Search,Firefox,Windows,desktop,Europe,Southern Europe,Kosovo,
1501620199,1501620199,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501627359,1501627359,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501589708,1501589708,1,Organic Search,Chrome,Windows,desktop,Asia,Eastern Asia,Hong Kong,
1501624757,1501624757,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501622536,1501622536,1,Organic Search,Chrome,Chrome OS,desktop,Europe,Western Europe,Netherlands,
1501656998,1501656998,1,Direct,Chrome,Windows,desktop,Asia,Southern Asia,India,
1501630059,1501630059,1,Organic Search,Chrome,Windows,desktop,Americas,South America,Brazil,
1501589330,1501589330,1,Organic Search,Firefox,Windows,desktop,Asia,Southeast Asia,Thailand,
1501637030,1501637030,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501608290,1501608290,1,Organic Search,Safari,Macintosh,desktop,Americas,Northern America,United States,
1501603132,1501603132,1,Organic Search,Internet Explorer,Windows,desktop,Americas,Northern America,Canada,
1501644779,1501644779,1,Organic Search,Safari,Macintosh,desktop,Americas,Northern America,Canada,
1501641706,1501641706,1,Organic Search,Chrome,Chrome OS,desktop,Oceania,Australasia,Australia,
1501584233,1501584233,1,Organic Search,Chrome,Windows,desktop,Europe,Northern Europe,United Kingdom,
1501601275,1501601275,1,Organic Search,Chrome,Chrome OS,desktop,Europe,Northern Europe,United Kingdom,
1501595466,1501595466,1,Organic Search,Chrome,Windows,desktop,Asia,Southern Asia,India,
1501589204,1501589204,1,Organic Search,Chrome,Windows,desktop,Europe,Southern Europe,Italy,
1501648851,1501648851,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501588694,1501588694,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501573913,1501573913,1,Direct,Internet Explorer,Windows,desktop,Europe,Northern Europe,United Kingdom,
1501636600,1501636600,1,Organic Search,Chrome,Windows,desktop,Americas,South America,Venezuela,
1501651701,1501651701,1,Organic Search,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501621606,1501621606,1,Organic Search,Safari,Macintosh,desktop,Europe,Northern Europe,Sweden,
1501612676,1501612676,1,Organic Search,Chrome,Windows,desktop,Europe,Northern Europe,Sweden,
1501629566,1501629566,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,Canada,
1501599772,1501599772,1,Organic Search,Chrome,Windows,desktop,Americas,South America,Brazil,
1501641385,1501641385,1,Social,Safari,Macintosh,desktop,Asia,Southeast Asia,Thailand,
1501606836,1501606836,1,Social,Chrome,Windows,desktop,Europe,Northern Europe,Sweden,
1501639078,1501639078,1,Social,Safari,Macintosh,desktop,Asia,Southeast Asia,Thailand,
1501600773,1501600773,1,Social,Chrome,Windows,desktop,Europe,Southern Europe,Serbia,
1501606904,1501606904,1,Social,Internet Explorer,Windows,desktop,Europe,Eastern Europe,Russia,
1501616850,1501616850,1,Social,Chrome,Windows,desktop,Europe,Eastern Europe,Bulgaria,
1501587872,1501587872,1,Social,Internet Explorer,Windows,desktop,Asia,Eastern Asia,Japan,
1501585112,1501585112,1,Social,Chrome,Windows,desktop,Africa,Northern Africa,Egypt,
1501647522,1501647522,1,Social,Safari,Macintosh,desktop,Asia,Southeast Asia,Thailand,
1501623150,1501623150,1,Social,Chrome,Chrome OS,desktop,Americas,Northern America,United States,
1501593106,1501593106,1,Social,Firefox,Windows,desktop,Africa,Northern Africa,Egypt,
1501646628,1501646628,1,Social,Chrome,Macintosh,desktop,Asia,Southeast Asia,Malaysia,
1501649559,1501649559,1,Social,Chrome,Windows,desktop,Asia,Southern Asia,India,
1501571663,1501571663,2,Social,Edge,Windows,desktop,Americas,Northern America,United States,
1501644749,1501644749,1,Social,Firefox,Windows,desktop,Americas,South America,Peru,
1501642291,1501642291,1,Social,Internet Explorer,Windows,desktop,Americas,Northern America,United States,
1501650080,1501650080,1,Social,Chrome,Windows,desktop,Asia,Southeast Asia,Indonesia,
1501595403,1501595403,1,Social,Chrome,Windows,desktop,Europe,Eastern Europe,Russia,
1501590751,1501590751,1,Social,Coc Coc,Windows,desktop,Asia,Southeast Asia,Vietnam,
1501588433,1501588433,1,Social,Chrome,Windows,desktop,Asia,Western Asia,Turkey,
1501615076,1501615076,1,Social,Chrome,Windows,desktop,Americas,Northern America,United States,
1501593377,1501593377,1,Social,Chrome,Windows,desktop,Europe,Western Europe,Germany,
1501643334,1501643334,1,Social,Chrome,Windows,desktop,Americas,South America,Brazil,
1501571510,1501571510,1,Social,Chrome,Windows,desktop,Europe,Eastern Europe,Russia,
1501582977,1501582977,1,Social,Chrome,Windows,desktop,Europe,Eastern Europe,Russia,
1501644100,1501644100,1,Social,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501610390,1501610390,1,Social,Chrome,Macintosh,desktop,Europe,Northern Europe,United Kingdom,
1501635585,1501635585,1,Social,Safari,Macintosh,desktop,Americas,South America,Colombia,
1501647336,1501647336,1,Social,Chrome,Windows,desktop,Europe,Eastern Europe,Ukraine,
1501612232,1501612232,1,Social,Chrome,Windows,desktop,Europe,Eastern Europe,Russia,
1501641608,1501641608,1,Social,Chrome,Windows,desktop,Americas,South America,Brazil,
1501644548,1501644548,1,Social,Chrome,Windows,desktop,Americas,Northern America,United States,
1501617923,1501617923,1,Social,Chrome,Windows,desktop,Europe,Eastern Europe,Russia,
1501596070,1501596070,1,Social,Internet Explorer,Windows,desktop,Europe,Northern Europe,United Kingdom,
1501605357,1501605357,1,Social,Firefox,Windows,desktop,Americas,South America,Brazil,
1501610041,1501610041,1,Social,Chrome,Windows,desktop,Americas,Central America,Mexico,
1501655015,1501655015,1,Social,Edge,Windows,desktop,Asia,Eastern Asia,Japan,
1501577296,1501577296,1,Social,Chrome,Windows,desktop,Europe,Eastern Europe,Russia,
1501571836,1501571836,1,Social,Chrome,Windows,desktop,Asia,Southeast Asia,Thailand,
1501635276,1501635276,1,Social,Chrome,Windows,desktop,Americas,South America,Brazil,
1501581605,1501581605,1,Social,Safari,Macintosh,desktop,Asia,Eastern Asia,Japan,
1501656981,1501656981,1,Social,Internet Explorer,Windows,desktop,Asia,Southeast Asia,Philippines,
1501641934,1501641934,1,Social,Safari,Macintosh,desktop,Asia,Southeast Asia,Vietnam,
1501656242,1501656242,1,Social,Chrome,Windows,desktop,Asia,Southeast Asia,Thailand,
1501645790,1501645790,1,Social,Chrome,Windows,desktop,Asia,Southeast Asia,Thailand,
1501613956,1501613956,1,Social,Internet Explorer,Windows,desktop,Americas,Northern America,United States,
1501653853,1501653853,1,Social,Mozilla Compatible Agent,(not set),desktop,Americas,South America,Brazil,
1501605700,1501605700,1,Social,Firefox,Windows,desktop,Americas,Northern America,United States,
1501645275,1501645275,1,Social,Chrome,Windows,desktop,Americas,South America,Brazil,
1501625173,1501625173,1,Social,Firefox,Windows,desktop,Americas,Northern America,United States,
1501643571,1501643571,1,Social,Internet Explorer,Windows,desktop,Oceania,Australasia,Australia,
1501641831,1501641831,1,Social,Safari,Macintosh,desktop,Asia,Southeast Asia,Indonesia,
1501600291,1501600291,1,Social,Firefox,Windows,desktop,Europe,Eastern Europe,Russia,
1501632141,1501632141,1,Social,Chrome,Macintosh,desktop,Europe,Eastern Europe,Poland,
1501640963,1501640963,1,Social,Chrome,Windows,desktop,Americas,Northern America,United States,
1501595771,1501595771,1,Social,Safari,Macintosh,desktop,Europe,Northern Europe,Latvia,
1501589343,1501589343,1,Social,Chrome,Windows,desktop,Europe,Eastern Europe,Moldova,
1501655703,1501655703,1,Social,Chrome,Windows,desktop,Asia,Southeast Asia,Thailand,
1501641902,1501641902,1,Social,Chrome,Windows,desktop,Asia,Southeast Asia,Vietnam,
1501654737,1501654737,1,Social,Safari,Macintosh,desktop,Asia,Southeast Asia,Thailand,
1501652336,1501652336,1,Social,Safari,Macintosh,desktop,Asia,Southeast Asia,Vietnam,
1501630000,1501630000,1,Social,Chrome,Windows,desktop,Asia,Southeast Asia,Thailand,
1501630213,1501630213,1,Social,Chrome,Windows,desktop,Europe,Northern Europe,Denmark,
1501615713,1501615713,1,Social,Chrome,Linux,desktop,Asia,Central Asia,Kazakhstan,
1501613245,1501613245,1,Social,Chrome,Windows,desktop,Europe,Eastern Europe,Poland,
1501623411,1501623411,1,Social,Firefox,Macintosh,desktop,Americas,Northern America,Canada,
1501614745,1501614745,1,Social,Chrome,Macintosh,desktop,Americas,South America,Colombia,
1501620960,1501620960,1,Social,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501636208,1501636208,1,Social,Firefox,Windows,desktop,Americas,Caribbean,Martinique,
1501610668,1501610668,1,Social,Safari,Macintosh,desktop,Asia,Western Asia,Turkey,
1501655148,1501655148,1,Social,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501656474,1501656474,1,Social,Chrome,Windows,desktop,Asia,Southeast Asia,Vietnam,
1501634230,1501634230,1,Social,Safari,Macintosh,desktop,Asia,Southeast Asia,Vietnam,
1501573664,1501573664,1,Social,Firefox,Windows,desktop,Europe,Western Europe,Germany,
1501600755,1501600755,1,Social,Edge,Windows,desktop,Asia,Southern Asia,India,
1501631868,1501631868,1,Social,Chrome,Windows,desktop,Americas,Northern America,United States,
1501599080,1501599080,1,Social,Chrome,Windows,desktop,Asia,Western Asia,Turkey,
1501605894,1501605894,1,Social,Firefox,Windows,desktop,Asia,Southeast Asia,Malaysia,
1501606320,1501606320,1,Social,Chrome,Windows,desktop,Americas,Northern America,United States,
1501615225,1501615225,1,Social,Internet Explorer,Windows,desktop,Americas,Northern America,United States,
1501645083,1501645083,1,Social,Safari,Macintosh,desktop,Asia,Southeast Asia,Vietnam,
1501640617,1501640617,1,Social,Safari,Macintosh,desktop,Asia,Southeast Asia,Malaysia,
1501575912,1501575912,1,Social,Chrome,Windows,desktop,Africa,Northern Africa,Egypt,
1501588694,1501588694,1,Social,Internet Explorer,Windows,desktop,Asia,Eastern Asia,Japan,
1501631534,1501631534,1,Social,Internet Explorer,Windows,desktop,Americas,Northern America,Canada,
1501655693,1501655693,1,Social,Safari,Macintosh,desktop,Europe,Eastern Europe,Russia,
1501644820,1501644820,1,Social,Chrome,Windows,desktop,Asia,Southeast Asia,Indonesia,
1501575254,1501575254,1,Social,Chrome,Windows,desktop,Asia,Southeast Asia,Thailand,
1501600357,1501600357,1,Social,Firefox,Windows,desktop,Asia,Eastern Asia,Japan,
1501571848,1501571848,1,Social,Chrome,Windows,desktop,Asia,Eastern Asia,Japan,
1501641695,1501641695,1,Social,Chrome,Macintosh,desktop,Asia,Eastern Asia,Hong Kong,
1501595036,1501595036,1,Social,Chrome,Macintosh,desktop,Europe,Southern Europe,Spain,
1501612362,1501612362,1,Social,Chrome,Windows,desktop,Africa,Northern Africa,Algeria,
1501653721,1501653721,1,Social,Chrome,Windows,desktop,Asia,Southeast Asia,Thailand,
1501604994,1501604994,1,Social,Chrome,Windows,desktop,Americas,South America,Venezuela,
1501650203,1501650203,1,Social,Chrome,Windows,desktop,Asia,Southern Asia,India,
1501600385,1501600385,1,Social,Internet Explorer,Windows,desktop,Asia,Western Asia,Turkey,
1501598378,1501598378,1,Social,Chrome,Windows,desktop,Europe,Western Europe,Netherlands,
1501596614,1501596614,1,Social,Firefox,Windows,desktop,Europe,Western Europe,Germany,
1501587520,1501587520,1,Social,Safari,Macintosh,desktop,Europe,Western Europe,Germany,
1501648225,1501648225,1,Social,Safari,Macintosh,desktop,Asia,Southeast Asia,Thailand,
1501587292,1501587292,1,Social,Chrome,Macintosh,desktop,Asia,Eastern Asia,Japan,
1501622167,1501622167,1,Social,Chrome,Windows,desktop,Asia,Western Asia,Turkey,
1501587451,1501587451,1,Social,Chrome,Windows,desktop,Asia,Southern Asia,India,
1501618381,1501618381,1,Social,Edge,Windows,desktop,Americas,Northern America,United States,
1501632107,1501632107,1,Social,Chrome,Windows,desktop,Americas,South America,Brazil,
1501604806,1501604806,1,Social,Chrome,Macintosh,desktop,Americas,Central America,Mexico,
1501646356,1501646356,1,Social,Chrome,Windows,desktop,Asia,Southeast Asia,Thailand,
1501634424,1501634424,1,Social,Chrome,Windows,desktop,Americas,South America,Brazil,
1501573880,1501573880,1,Social,Internet Explorer,Windows,desktop,Asia,Eastern Asia,Japan,
1501652480,1501652480,1,Social,Chrome,Windows,desktop,Asia,Southeast Asia,Thailand,
1501587678,1501587678,1,Social,Chrome,Windows,desktop,Asia,Western Asia,Turkey,
1501652790,1501652790,1,Social,Chrome,Windows,desktop,Asia,Southeast Asia,Indonesia,
1501644248,1501644248,1,Social,Safari,Macintosh,desktop,Americas,Northern America,United States,
1501640178,1501640178,1,Organic Search,Chrome,Windows,desktop,Asia,Southeast Asia,Indonesia,
1501614680,1501614680,3,Organic Search,Chrome,Macintosh,desktop,Europe,Southern Europe,Spain,
1501615173,1501615173,1,Direct,Chrome,Linux,desktop,Americas,Northern America,United States,
1501632725,1501632725,1,Organic Search,Chrome,Chrome OS,desktop,Americas,Northern America,United States,
1501651467,1501651467,8,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501616423,1501616423,1,Direct,Chrome,Linux,desktop,Americas,Northern America,United States,
1501613719,1501613719,1,Direct,Chrome,Windows,desktop,Americas,Northern America,United States,
1501588088,1501588088,1,Organic Search,Internet Explorer,Windows,desktop,Europe,Western Europe,Austria,
1501643421,1501643421,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501617868,1501617868,1,Direct,Chrome,Windows,desktop,Americas,Northern America,United States,
1501620774,1501620774,1,Referral,Chrome,Windows,desktop,Americas,Northern America,United States,
1501656219,1501656219,1,Organic Search,Chrome,Windows,desktop,Europe,Northern Europe,Lithuania,
1501578877,1501578877,1,Organic Search,Edge,Windows,desktop,Europe,Western Europe,Belgium,
1501631368,1501631368,1,Organic Search,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501621989,1501621989,1,Organic Search,Safari,Macintosh,desktop,Americas,Northern America,United States,
1501650390,1501650390,2,Organic Search,Chrome,Windows,desktop,Asia,Southeast Asia,Philippines,
1501576568,1501576568,1,Organic Search,Chrome,Windows,desktop,Asia,Western Asia,Turkey,
1501617113,1501617113,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501599165,1501599165,1,Organic Search,Edge,Windows,desktop,Asia,Southern Asia,Sri Lanka,
1501609157,1501609157,2,Organic Search,Chrome,Windows,desktop,Americas,South America,Bolivia,
1501591795,1501591795,1,Organic Search,Chrome,Windows,desktop,Europe,Western Europe,France,
1501630157,1501630157,1,Organic Search,Chrome,Windows,desktop,Europe,Western Europe,Netherlands,
1501656134,1501656134,1,Organic Search,Safari,Macintosh,desktop,Americas,Northern America,United States,
1501571265,1501571265,1,Organic Search,Chrome,Windows,desktop,Asia,Southeast Asia,Vietnam,
1501597552,1501597552,1,Direct,Opera,Windows,desktop,Asia,Western Asia,Azerbaijan,
1501653360,1501653360,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501590936,1501590936,1,Organic Search,Chrome,Macintosh,desktop,Europe,Eastern Europe,Czechia,
1501590598,1501590598,1,Organic Search,Firefox,Windows,desktop,Europe,Eastern Europe,Russia,
1501593484,1501593484,3,Referral,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501590261,1501590261,1,Organic Search,Chrome,Macintosh,desktop,Europe,Southern Europe,Italy,
1501636689,1501636689,1,Organic Search,Chrome,Windows,desktop,Oceania,Australasia,Australia,
1501603578,1501603578,1,Organic Search,Chrome,Windows,desktop,Africa,Northern Africa,Algeria,
1501609180,1501609180,1,Organic Search,Chrome,Macintosh,desktop,Europe,Western Europe,Germany,
1501645441,1501645441,1,Organic Search,Firefox,Windows,desktop,Asia,Southern Asia,India,
1501588825,1501588825,1,Organic Search,Firefox,Windows,desktop,Asia,Southern Asia,India,
1501590658,1501590658,1,Organic Search,Firefox,Windows,desktop,Africa,Eastern Africa,Kenya,
1501593377,1501593377,1,Organic Search,Chrome,Windows,desktop,Europe,Northern Europe,Ireland,
1501594317,1501594317,45,Organic Search,Firefox,Windows,desktop,Asia,Southeast Asia,Singapore,
1501595349,1501595349,1,Organic Search,Chrome,Macintosh,desktop,Europe,Northern Europe,Latvia,
1501607963,1501607963,1,Organic Search,Chrome,Windows,desktop,Americas,Northern America,United States,
1501572232,1501572232,1,Organic Search,Chrome,Windows,desktop,Europe,Northern Europe,Estonia,
1501593233,1501593233,1,Organic Search,Safari,Macintosh,desktop,Europe,Western Europe,Netherlands,
1501620007,1501620007,7,Organic Search,Safari,Macintosh,desktop,Americas,Central America,Mexico,
1501601387,1501601387,2,Referral,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501628528,1501628528,1,Organic Search,Chrome,Macintosh,desktop,Americas,Northern America,United States,
1501622035,1501622035,1,Organic Search,Edge,Windows,desktop,Europe,Northern Europe,Sweden,
1501607798,1501607798,3,Referral,Chrome,Chrome OS,desktop,Europe,Northern Europe,United Kingdom,
1501593051,1501593051,1,Organic Search,Chrome,Windows,desktop,Europe,Northern Europe,United Kingdom,
1501575158,1501575158,1,Organic Search,Chrome,Windows,desktop,Europe,Northern Europe,Norway,
1501609809,1501609809,1,Organic Search,Chrome,Macintosh,desktop,Americas,Northern America,United States,
